rating,book_title,book_author,year_of_publication,publisher,Category
0,Cold Sassy Tree,Olive Ann Burns,1986.0,Delta,fiction
0,Final Target,Iris Johansen,2002.0,Bantam Books,fiction
10,The Alchemist: A Fable About Following Your Dream,Paulo Coelho,1995.0,HarperSanFrancisco,fiction
7,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",MITCH ALBOM,1997.0,Doubleday,biography & autobiography
2,The Bourne Identity,Robert Ludlum,1984.0,Bantam Books,fiction
0,Harry Potter and the Order of the Phoenix (Book 5),J. K. Rowling,2003.0,Scholastic,juvenile fiction
0,The Deep End of the Ocean (Oprah's Book Club (Hardcover)),Jacquelyn Mitchard,1996.0,Penguin USA,fiction
0,"The Fellowship of the Ring (The Lord of the Rings, Part 1)",J.R.R. TOLKIEN,1986.0,Del Rey,fiction
0,The Loop,Nicholas Evans,1999.0,Dell Publishing Company,fiction
0,P Is for Peril,Sue Grafton,2002.0,Ballantine Books,fiction
6,The Murder Book,Jonathan Kellerman,2003.0,Ballantine Books,fiction
0,Phantoms,Dean R. Koontz,2002.0,Berkley Publishing Group,fiction
0,The Horse Whisperer,Nicholas Evans,1995.0,Delacorte Press,fiction
8,The Reader,Bernhard Schlink,1999.0,Vintage Books USA,fiction
5,The Hours : A Novel,Michael Cunningham,2000.0,Picador,fiction
9,The Hours: A Novel,Michael Cunningham,2002.0,Picador,fiction
0,A Separate Peace,John Knowles,1985.0,Bantam Books,fiction
7,How to Make an American Quilt,Whitney Otto,1992.0,Ballantine Books,fiction
0,Lord of the Flies,William Gerald Golding,1959.0,Perigee Trade,fiction
0,Shopaholic Ties the Knot,Sophie Kinsella,2003.0,Delta,fiction
9,Unnatural Exposure,Patricia Daniels Cornwell,1998.0,Berkley Publishing Group,fiction
10,The Bonesetter's Daughter,Amy Tan,2001.0,Putnam Publishing Group,fiction
7,The Hours: A Novel,Michael Cunningham,2002.0,Picador,fiction
10,Harry Potter and the Order of the Phoenix (Book 5),J. K. Rowling,2003.0,Scholastic,juvenile fiction
7,Needful Things,Stephen King,2004.0,Signet Book,fiction
0,All Around the Town,Mary Higgins Clark,1993.0,Pocket Star,fiction
0,It,Stephen King,1997.0,Signet Book,fiction
0,Sophie's World: A Novel About the History of Philosophy,Jostein Gaarder,1996.0,Berkley Publishing Group,fiction
9,Stranger in a Strange Land (Remembering Tomorrow),Robert A. Heinlein,1995.0,ACE Charter,fiction
10,Guilty as Sin,TAMI HOAG,1997.0,Bantam,fiction
0,Empire Falls,Richard Russo,2002.0,Vintage Books USA,fiction
0,The Catcher in the Rye,J.D. Salinger,1991.0,"Little, Brown",fiction
0,Here on Earth,Alice Hoffman,1998.0,Berkley Publishing Group,fiction
0,The Horse Whisperer,Nicholas Evans,1996.0,Dell,fiction
0,The Five People You Meet in Heaven,Mitch Albom,2003.0,Hyperion,fiction
0,"Dude, Where's My Country?",Michael Moore,2003.0,Warner Books,humor
0,The Last Time They Met : A Novel,Anita Shreve,2002.0,Back Bay Books,fiction
0,Weep No More My Lady,Mary Higgins Clark,1993.0,Dell,fiction
0,The Da Vinci Code,Dan Brown,2003.0,Doubleday,fiction
0,The Color of Magic,Terry Pratchett,2000.0,HarperTorch,fiction
9,A Is for Alibi (Kinsey Millhone Mysteries (Paperback)),SUE GRAFTON,1987.0,Bantam,fiction
0,Hemlock Bay,Catherine Coulter,2002.0,Jove Books,fiction
8,Mrs Dalloway,Virginia Woolf,1990.0,Harvest Books,fiction
0,The Corrections,Jonathan Franzen,2001.0,Farrar Straus & Giroux,fiction
9,Empire Falls,Richard Russo,2002.0,Vintage Books USA,fiction
0,A Map of the World,Jane Hamilton,1999.0,Anchor Books/Doubleday,fiction
9,The Bone Collector (Lincoln Rhyme Novels (Paperback)),Jeff Deaver,2004.0,Signet Book,fiction
0,Sanctuary,Nora Roberts,2004.0,Jove Books,fiction
0,Outlander,DIANA GABALDON,1992.0,Dell,fiction
0,Middlesex: A Novel,Jeffrey Eugenides,2002.0,"Farrar, Straus and Giroux",fiction
0,"All the Pretty Horses (The Border Trilogy, Vol 1)",CORMAC MCCARTHY,1993.0,Vintage,fiction
0,Pretend You Don't See Her,Mary Higgins Clark,1998.0,Pocket,fiction
0,The Servants of Twilight,Dean R. Koontz,1996.0,Berkley Publishing Group,fiction
5,Key of Light (Key Trilogy (Paperback)),Nora Roberts,2003.0,Jove Books,fiction
8,Slammerkin,Emma Donoghue,2002.0,Harvest Books,fiction
0,Shopaholic Ties the Knot,Sophie Kinsella,2003.0,Delta,fiction
9,What Dreams May Come : A Novel,Richard Matheson,1998.0,Tor Books,fiction
8,Insomnia,Stephen King,1995.0,Signet Book,fiction
0,SEAT OF THE SOUL,Gary Zukav,1990.0,Free Press,"body, mind & spirit"
0,Reading Lolita in Tehran: A Memoir in Books,Azar Nafisi,2003.0,Random House Trade Paperbacks,biography & autobiography
0,Daddy's Little Girl,Mary Higgins Clark,2003.0,Pocket,fiction
10,The Da Vinci Code,Dan Brown,2003.0,Doubleday,fiction
0,Hot Six : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,2001.0,St. Martin's Paperbacks,fiction
0,White Teeth: A Novel,Zadie Smith,2001.0,Vintage Books USA,fiction
7,Harry Potter and the Sorcerer's Stone (Book 1),J. K. Rowling,1998.0,Scholastic,juvenile fiction
0,Snow Falling on Cedars,David Guterson,1995.0,Vintage Books USA,fiction
0,From a Buick 8 : A Novel,Stephen King,2002.0,Scribner,fiction
0,Up Island: A Novel,Anne Rivers Siddons,1998.0,HarperTorch,fiction
0,Politika (Tom Clancy's Power Plays (Paperback)),Tom Clancy,1999.0,Berkley Publishing Group,fiction
0,The Street Lawyer,John Grisham,1998.0,Doubleday Books,fiction
0,Night Sins,TAMI HOAG,1995.0,Bantam,fiction
9,The Horse Whisperer,Nicholas Evans,1996.0,Dell,fiction
0,"Angus, Thongs and Full-Frontal Snogging: Confessions of Georgia Nicolson",Louise Rennison,2001.0,HarperTempest,juvenile fiction
9,Prey: A Novel,Michael Crichton,2002.0,HarperCollins,fiction
9,The Brethren,John Grisham,2000.0,Island,fiction
0,Girl with a Pearl Earring,Tracy Chevalier,2001.0,Plume Books,fiction
7,"Artemis Fowl (Artemis Fowl, Book 1)",Eoin Colfer,2002.0,Miramax Kids,juvenile fiction
0,1984,George Orwell,1990.0,Signet Book,london (england)
0,The Book of Ruth (Oprah's Book Club (Paperback)),Jane Hamilton,1990.0,Anchor,middle west
0,Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,1997.0,Perennial,fiction
10,ANGELA'S ASHES,Frank McCourt,1996.0,Scribner,biography & autobiography
0,Bel Canto,Ann Patchett,2001.0,HarperCollins Publishers,fiction
0,Key of Light (Key Trilogy (Paperback)),Nora Roberts,2003.0,Jove Books,fiction
0,Visions of Sugar Plums: A Stephanie Plum Holiday Novel,Janet Evanovich,2004.0,St. Martin's Paperbacks,fiction
10,Girl with a Pearl Earring,Tracy Chevalier,2001.0,Plume Books,fiction
0,The Da Vinci Code,Dan Brown,2003.0,Doubleday,fiction
0,The Rapture of Canaan,Sheri Reynolds,1997.0,Berkley Publishing Group,fiction
10,Corelli's Mandolin : A Novel,LOUIS DE BERNIERES,1995.0,Vintage,fiction
8,Pride and Prejudice,Jane Austen,1981.0,Bantam,fiction
0,Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,1997.0,Perennial,fiction
0,Open Season,Linda Howard,2002.0,Pocket,fiction
0,The Stone Diaries,Carol Shields,1995.0,Penguin Books,fiction
0,Interview with the Vampire,Anne Rice,1993.0,Ballantine Books,fiction
9,Confessions of an Ugly Stepsister : A Novel,Gregory Maguire,2000.0,Regan Books,fiction
1,Dying for Chocolate (Culinary Mysteries (Paperback)),DIANE MOTT DAVIDSON,1993.0,Bantam,fiction
5,Firefly Summer,Maeve Binchy,1989.0,Dell,fiction
0,Dreamcatcher,Stephen King,2003.0,Pocket,fiction
0,The Stone Diaries,Carol Shields,1995.0,Penguin Books,fiction
7,A Beautiful Mind: The Life of Mathematical Genius and Nobel Laureate John Nash,Sylvia Nasar,2001.0,Simon & Schuster,biography & autobiography
7,American Gods,Neil Gaiman,2002.0,HarperTorch,fiction
0,E Is for Evidence: A Kinsey Millhone Mystery (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1989.0,Bantam,fiction
9,Prey: A Novel,Michael Crichton,2002.0,HarperCollins,fiction
5,Quentins,Maeve Binchy,2002.0,Dutton Books,fiction
7,The Secret Life of Bees,Sue Monk Kidd,2003.0,Penguin Books,fiction
7,Needful Things,Stephen King,2004.0,Signet Book,fiction
0,Here on Earth,Alice Hoffman,1998.0,Berkley Publishing Group,fiction
7,Seabiscuit: An American Legend,LAURA HILLENBRAND,2002.0,Ballantine Books,history
7,The Catcher in the Rye,J.D. Salinger,1991.0,"Little, Brown",fiction
0,Their Eyes Were Watching God: A Novel,Zora Neale Hurston,1990.0,Perennial,fiction
0,I Capture the Castle,Dodie Smith,1999.0,St. Martin's Griffin,fiction
5,Ashes to Ashes,TAMI HOAG,2000.0,Bantam,fiction
5,The Loop,Nicholas Evans,1999.0,Dell Publishing Company,fiction
5,The Client,John Grisham,1994.0,Dell Publishing Company,fiction
0,Face the Fire (Three Sisters Island Trilogy),Nora Roberts,2002.0,Jove Books,fiction
6,Cordina's Crown Jewel,Nora Roberts,2002.0,Silhouette,fiction
0,"Whirlwind (Tyler, Book 1)",Nancy Martin,1992.0,Harlequin,fiction
0,The Queen of the Damned (Vampire Chronicles (Paperback)),Anne Rice,1993.0,Ballantine Books,fiction
6,All That Remains (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell,1993.0,Avon,fiction
7,The Da Vinci Code,Dan Brown,2003.0,Doubleday,fiction
7,1st to Die: A Novel,James Patterson,2002.0,Warner Vision,fiction
0,The Bourne Identity,Robert Ludlum,1984.0,Bantam Books,fiction
0,Wild Animus,Rich Shapero,2004.0,Too Far,fiction
9,The Testament,John Grisham,1999.0,Dell,fiction
0,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",MITCH ALBOM,1997.0,Doubleday,biography & autobiography
8,Back When We Were Grownups : A Novel (Ballantine Reader's Circle),ANNE TYLER,2002.0,Ballantine Books,fiction
7,Interview with the Vampire,Anne Rice,1993.0,Ballantine Books,fiction
0,The Red Tent (Bestselling Backlist),Anita Diamant,1998.0,Picador USA,fiction
10,Seabiscuit,LAURA HILLENBRAND,2003.0,Ballantine Books,history
0,Fine Things,Danielle Steel,1988.0,Dell,fiction
8,The Dive From Clausen's Pier (Alex Awards),ANN PACKER,2002.0,Knopf,fiction
0,Chicken Soup for the Soul (Chicken Soup for the Soul),Jack Canfield,1993.0,Health Communications,self-help
9,Four To Score (A Stephanie Plum Novel),Janet Evanovich,1999.0,St. Martin's Paperbacks,fiction
0,Alias Grace : A Novel,Margaret Atwood,1997.0,Anchor,fiction
0,Wild Animus,Rich Shapero,2004.0,Too Far,fiction
10,Engaging The Enemy,Nora Roberts,2003.0,Silhouette,fiction
0,Ender's Game (Ender Wiggins Saga (Paperback)),Orson Scott Card,1994.0,Tor Books,fiction
9,Mr. Maybe,Jane Green,2002.0,Broadway Books,fiction
10,The Testament,John Grisham,1999.0,Dell,fiction
0,Still Waters,TAMI HOAG,1992.0,Bantam,fiction
0,Harry Potter and the Order of the Phoenix (Book 5),J. K. Rowling,2003.0,Scholastic,juvenile fiction
8,The Genesis Code,John Case,1998.0,Ballantine Books,fiction
0,Memoirs of a Geisha,Arthur Golden,1997.0,Alfred A. Knopf,fiction
0,Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1),Tim Lahaye,1996.0,Tyndale House Publishers,rapture (christian eschatology)
0,Alias Grace : A Novel,Margaret Atwood,1997.0,Anchor,fiction
9,The Corrections,Jonathan Franzen,2001.0,Farrar Straus & Giroux,fiction
8,Cold Mountain : A Novel,CHARLES FRAZIER,1998.0,Vintage,fiction
9,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",MITCH ALBOM,1997.0,Doubleday,biography & autobiography
0,Chicken Soup for the Soul (Chicken Soup for the Soul),Jack Canfield,1993.0,Health Communications,self-help
0,Dark Paradise,TAMI HOAG,1994.0,Bantam,fiction
0,A Walk to Remember,Nicholas Sparks,2000.0,Warner Books,fiction
10,Hideaway,Dean R. Koontz,1992.0,Berkley Publishing Group,fiction
0,One Door Away from Heaven,Dean R. Koontz,2002.0,Bantam Books,fiction
0,Clear and Present Danger (Jack Ryan Novels),Tom Clancy,1996.0,Berkley Publishing Group,intelligence service
7,The Ugly Duckling,Iris Johansen,1997.0,Bantam Books,fiction
9,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,1999.0,Scholastic,juvenile fiction
0,Macgregor Grooms (Macgregors),Nora Roberts,1998.0,Silhouette,cousins
0,When the Wind Blows,James Patterson,1999.0,Warner Vision,fiction
9,Silence of the Lambs,Thomas Harris,1991.0,St. Martin's Press,fiction
0,"Lamb : The Gospel According to Biff, Christ's Childhood Pal",Christopher Moore,2003.0,Perennial,fiction
10,High Fidelity,Nick Hornby,1996.0,Riverhead Books,fiction
7,A Painted House,John Grisham,2001.0,Dell Publishing Company,fiction
0,SHIPPING NEWS,Annie Proulx,1994.0,Scribner,fiction
0,Wild Animus,Rich Shapero,2004.0,Too Far,fiction
0,The Stone Diaries,Carol Shields,1995.0,Penguin Books,fiction
8,American Gods,Neil Gaiman,2002.0,HarperTorch,fiction
5,The Rainmaker,JOHN GRISHAM,1996.0,Dell,fiction
0,Open Season,Linda Howard,2002.0,Pocket,fiction
0,Sanctuary,Nora Roberts,2004.0,Jove Books,fiction
0,The Dive From Clausen's Pier : A Novel (Vintage Contemporaries (Paperback)),ANN PACKER,2003.0,Vintage,fiction
5,A Painted House,John Grisham,2001.0,Dell Publishing Company,fiction
0,Wild Animus,Rich Shapero,2004.0,Too Far,fiction
9,Weep No More My Lady,Mary Higgins Clark,1993.0,Dell,fiction
0,Shogun,JAMES CLAVELL,1986.0,Dell,fiction
7,The Bachelor (Warner Books Contemporary Romance),Carly Phillips,2002.0,Warner Forever,fiction
0,Hannibal,Thomas Harris,2000.0,Dell Publishing Company,fiction
0,The Testament,John Grisham,1999.0,Doubleday Books,fiction
0,Cruel & Unusual (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell,1994.0,Avon,fiction
5,Atonement : A Novel,IAN MCEWAN,2003.0,Anchor,fiction
0,Key of Light (Key Trilogy (Paperback)),Nora Roberts,2003.0,Jove Books,fiction
6,The Nanny Diaries: A Novel,Emma McLaughlin,2003.0,St. Martin's Griffin,fiction
0,Now You See Me,Tina Wainscott,2002.0,St. Martin's Paperbacks,fiction
0,Corelli's Mandolin : A Novel,LOUIS DE BERNIERES,1995.0,Vintage,fiction
0,The Horse Whisperer,Nicholas Evans,1996.0,Dell,fiction
0,The Bridges of Madison County,Robert James Waller,1992.0,Warner Books,fiction
0,Back When We Were Grownups : A Novel (Ballantine Reader's Circle),ANNE TYLER,2002.0,Ballantine Books,fiction
10,"A Game of Thrones (A Song of Ice and Fire, Book 1)",George R.R. Martin,1997.0,Spectra Books,fiction
5,Night Whispers,Judith McNaught,1999.0,Pocket,fiction
6,Night Prey,John Sandford,2004.0,Berkley Publishing Group,fiction
8,Northern Lights (His Dark Materials S.),Philip Pullman,1998.0,Scholastic Point,arctic regions
0,The Reader,Bernhard Schlink,1999.0,Vintage Books USA,fiction
8,SHIPPING NEWS,Annie Proulx,1994.0,Scribner,fiction
5,Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,1997.0,Perennial,fiction
0,"A Game of Thrones (A Song of Ice and Fire, Book 1)",George R.R. Martin,1997.0,Spectra Books,fiction
8,Moonlight Becomes You,Mary Higgins Clark,1997.0,Pocket,fiction
0,Mystic River,Dennis Lehane,2002.0,HarperTorch,fiction
10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),J. K. Rowling,1999.0,Arthur A. Levine Books,juvenile fiction
9,Midnight in the Garden of Good and Evil: A Savannah Story,John Berendt,1994.0,Random House,history
0,Catch Me If You Can: The True Story of a Real Fake,Stan Redding,2000.0,Broadway,true crime
0,Lies and the Lying Liars Who Tell Them: A Fair and Balanced Look at the Right,Al Franken,2003.0,Dutton Books,humor
0,Icy Sparks,Gwyn Hyman Rubio,2001.0,Penguin Books,fiction
0,B Is for Burglar (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1986.0,Bantam,fiction
0,The Rapture of Canaan,Sheri Reynolds,1997.0,Berkley Publishing Group,fiction
8,Bridget Jones's Diary,Helen Fielding,2001.0,Penguin Putnam,fiction
0,Phantoms,Dean R. Koontz,2002.0,Berkley Publishing Group,fiction
0,The King of Torts,John Grisham,2003.0,Doubleday Books,fiction
0,Bridget Jones's Diary,Helen Fielding,1997.0,Picador (UK),diary fiction
0,The Summons,John Grisham,2002.0,Dell Publishing Company,fiction
0,One True Thing,Anna Quindlen,1995.0,Dell,fiction
0,Sophie's World: A Novel About the History of Philosophy,Jostein Gaarder,1996.0,Berkley Publishing Group,fiction
7,Ishmael: An Adventure of the Mind and Spirit,Daniel Quinn,1995.0,Bantam,fiction
0,"Irish Rebel (Special Edition, 1328)",Nora Roberts,2000.0,Silhouette,fiction
0,The Lost World,Michael Crichton,1996.0,Ballantine Books,fiction
0,Thinner,Stephen King,1985.0,New Amer Library,fiction
0,One Flew Over the Cuckoo's Nest,Ken Kesey,1989.0,Signet Book,fiction
0,Beloved (Plume Contemporary Fiction),Toni Morrison,1994.0,Plume,fiction
0,"Welcome to the World, Baby Girl!",Fannie Flagg,1999.0,Ballantine Books,fiction
5,Unspeakable,Sandra Brown,1999.0,Warner Books,fiction
7,Gerald's Game,Stephen King,2001.0,Signet Book,fiction
8,Here on Earth (Oprah's Book Club),Alice Hoffman,1999.0,Berkley Publishing Group,fiction
9,The Nanny Diaries: A Novel,Emma McLaughlin,2003.0,St. Martin's Griffin,fiction
9,Kitchen,Banana Yoshimoto,1994.0,Washington Square Press,domestic fiction
9,Prey,Michael Crichton,2003.0,Avon Books,fiction
0,Moo,Jane Smiley,1996.0,Ballantine Books,fiction
0,The Sum of All Fears,Tom Clancy,2002.0,Berkley Publishing Group,fiction
7,Rising Sun,MICHAEL CRICHTON,1992.0,Ballantine Books,fiction
0,Midnight Bayou,Nora Roberts,2004.0,Jove Books,fiction
8,A Walk to Remember,Nicholas Sparks,2000.0,Warner Books,fiction
9,Morality for Beautiful Girls (No.1 Ladies Detective Agency),Alexander McCall Smith,2002.0,Anchor,fiction
0,1st to Die: A Novel,James Patterson,2002.0,Warner Vision,fiction
0,Sick Puppy,Carl Hiaasen,2001.0,Warner Vision,fiction
0,Nickel and Dimed: On (Not) Getting By in America,Barbara Ehrenreich,2002.0,Owl Books,business & economics
0,P Is for Peril,Sue Grafton,2002.0,Ballantine Books,fiction
8,Code to Zero,Ken Follett,2001.0,Signet Book,fiction
0,A Year in Provence,Peter Mayle,1991.0,Vintage Books USA,history
0,While I Was Gone,Sue Miller,1999.0,Ballantine Books,fiction
8,The Da Vinci Code,Dan Brown,2003.0,Doubleday,fiction
6,A Kiss of Shadows (Meredith Gentry Novels (Paperback)),LAURELL K. HAMILTON,2002.0,Ballantine Books,fiction
0,Secrets,DANIELLE STEEL,1986.0,Dell,fiction
10,Snow Falling on Cedars,David Guterson,1995.0,Vintage Books USA,fiction
0,Seabiscuit,LAURA HILLENBRAND,2003.0,Ballantine Books,history
0,The Prince of Tides,Pat Conroy,1987.0,Bantam Books,fiction
6,The Cat Who Ate Danish Modern (Cat Who... (Paperback)),Lilian Jackson Braun,1990.0,Jove Books,fiction
8,Empire Falls,Richard Russo,2002.0,Vintage Books USA,fiction
0,Wild Animus,Rich Shapero,2004.0,Too Far,fiction
8,I Know This Much Is True (Oprah's Book Club),Wally Lamb,1998.0,Regan Books,fiction
0,The Girl Who Loved Tom Gordon : A Novel,Stephen King,1999.0,Scribner,fiction
6,The Summons,John Grisham,2002.0,Dell Publishing Company,fiction
7,"Irish Rebel (Special Edition, 1328)",Nora Roberts,2000.0,Silhouette,fiction
7,The Catcher in the Rye,J.D. Salinger,1991.0,"Little, Brown",fiction
10,Harry Potter and the Order of the Phoenix (Book 5),J. K. Rowling,2003.0,Scholastic,juvenile fiction
0,The Loop,Nicholas Evans,1999.0,Dell Publishing Company,fiction
10,The Testament,John Grisham,1999.0,Dell,fiction
0,The Color Purple,Alice Walker,1990.0,Pocket,fiction
10,The Hours : A Novel,Michael Cunningham,2000.0,Picador,fiction
0,The Loop,Nicholas Evans,1999.0,Dell Publishing Company,fiction
9,The Perfect Storm : A True Story of Men Against the Sea,Sebastian Junger,1998.0,HarperTorch,nature
9,I Capture the Castle,Dodie Smith,1999.0,St. Martin's Griffin,fiction
0,The First Wives Club Movie Tie In,Olivia Goldsmith,1996.0,Pocket,fiction
0,A Time to Kill,JOHN GRISHAM,1992.0,Dell,fiction
0,The Five People You Meet in Heaven,Mitch Albom,2003.0,Hyperion,fiction
0,Black Notice,Patricia Daniels Cornwell,1999.0,Putnam Pub Group,fiction
0,Postmortem,Patricia Daniels Cornwell,1993.0,Harper Mass Market Paperbacks (Mm),detective and mystery stories
10,Sleepers,Lorenzo Carcaterra,1996.0,Ballantine Books,biography & autobiography
0,Message in a Bottle,Nicholas Sparks,1999.0,Warner Vision,fiction
10,Prey: A Novel,Michael Crichton,2002.0,HarperCollins,fiction
0,A Thin Dark Line (Mysteries & Horror),TAMI HOAG,1998.0,Bantam,fiction
9,Quentins,Maeve Binchy,2002.0,Dutton Books,fiction
0,Reap the Wind,Iris Johansen,2002.0,Bantam Books,fiction
0,Beloved,Toni Morrison,1998.0,Plume Books,fiction
0,Under the Tuscan Sun,Frances Mayes,1997.0,Broadway,travel
9,Hearts In Atlantis : New Fiction,Stephen King,1999.0,Scribner,fiction
0,Who Moved My Cheese? An Amazing Way to Deal with Change in Your Work and in Your Life,Spencer Johnson,1998.0,Putnam Pub Group (Paper),business & economics
0,Carolina Moon,Nora Roberts,2001.0,Jove Books,fiction
0,The Return Journey,MAEVE BINCHY,1999.0,Dell,fiction
0,Empire Falls,Richard Russo,2002.0,Vintage Books USA,fiction
10,The Bridges of Madison County,Robert James Waller,1992.0,Warner Books,fiction
0,Bleachers,John Grisham,2003.0,Doubleday,fiction
8,P Is for Peril (Kinsey Millhone Mysteries (Hardcover)),Sue Grafton,2001.0,Putnam Publishing Group,fiction
9,The Curious Incident of the Dog in the Night-Time (Vintage Contemporaries),Mark Haddon,2004.0,Vintage,fiction
0,The Brethren,John Grisham,2000.0,Island,fiction
9,Harry Potter and the Prisoner of Azkaban (Book 3),J. K. Rowling,1999.0,Scholastic,juvenile fiction
7,Beach Music,Pat Conroy,1996.0,Bantam Books,fiction
0,Wild Animus,Rich Shapero,2004.0,Too Far,fiction
0,P Is for Peril,Sue Grafton,2002.0,Ballantine Books,fiction
8,The Pillars of the Earth,Ken Follett,1996.0,Signet Book,fiction
0,Personal Injuries,Scott Turow,2000.0,Warner Vision,fiction
0,Daddy's Little Girl,Mary Higgins Clark,2003.0,Pocket,fiction
0,Wild Animus,Rich Shapero,2004.0,Too Far,fiction
0,Seabiscuit: An American Legend,LAURA HILLENBRAND,2002.0,Ballantine Books,history
0,Wild Animus,Rich Shapero,2004.0,Too Far,fiction
0,Bridget Jones's Diary,Helen Fielding,1997.0,Picador (UK),diary fiction
0,Table For Two,Nora Roberts,2002.0,Silhouette,fiction
0,A Wrinkle In Time,MADELEINE L'ENGLE,1998.0,Yearling,juvenile fiction
0,Middlesex: A Novel,Jeffrey Eugenides,2003.0,Picador,fiction
0,The Lottery Winner : Alvirah And Willy Stories,Mary Higgins Clark,1995.0,Pocket,fiction
0,The Testament,John Grisham,1999.0,Dell,fiction
0,The Celestine Prophecy (Celestine Prophecy),James Redfield,1994.0,Warner Books,fiction
0,The Coffin Dancer (Lincoln Rhyme Novels (Paperback)),Jeffery Deaver,1999.0,Pocket Books,fiction
0,While I Was Gone,Sue Miller,1999.0,Ballantine Books,fiction
0,How to Make an American Quilt,Whitney Otto,1992.0,Ballantine Books,fiction
9,The Bonesetter's Daughter,Amy Tan,2001.0,Putnam Publishing Group,fiction
0,The Perks of Being a Wallflower,Stephen Chbosky,1999.0,MTV,fiction
0,Scarlet Feather,Maeve Binchy,2002.0,Signet Book,fiction
7,Neverwhere,Neil Gaiman,1998.0,Avon,fiction
0,The World According to Garp,John Irving,1994.0,Ballantine Books,fiction
0,Little Altars Everywhere: A Novel,Rebecca Wells,1996.0,Perennial,fiction
10,The Last Precinct,Patricia Cornwell,2001.0,Berkley Publishing Group,fiction
8,Shopaholic Ties the Knot,Sophie Kinsella,2003.0,Delta,fiction
0,Pay It Forward: A Novel,Catherine Ryan Hyde,2000.0,Simon & Schuster,fiction
9,The Corrections: A Novel,Jonathan Franzen,2002.0,Picador USA,fiction
0,Mystic River,Dennis Lehane,2002.0,HarperTorch,fiction
10,Chicken Soup for the Pet Lover's Soul (Chicken Soup for the Soul),Jack Canfield,1998.0,Health Communications,pets
0,1st to Die: A Novel,James Patterson,2002.0,Warner Vision,fiction
0,Silent Prey,John Sandford,2000.0,Berkley Publishing Group,fiction
0,The Bonesetter's Daughter,Amy Tan,2001.0,Putnam Publishing Group,fiction
10,The Diary of Ellen Rimbauer: My Life at Rose Red,Ellen Rimbauer,2002.0,Hyperion Press,fiction
0,A Is for Alibi (Kinsey Millhone Mysteries (Paperback)),SUE GRAFTON,1987.0,Bantam,fiction
0,F Is for Fugitive (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1990.0,Bantam,fiction
0,Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,1997.0,Perennial,fiction
0,The Saving Graces: A Novel,Patricia Gaffney,2000.0,HarperTorch,fiction
0,High Five (A Stephanie Plum Novel),Janet Evanovich,2000.0,St. Martin's Paperbacks,fiction
7,White Oleander : A Novel,Janet Fitch,2001.0,"Little, Brown",fiction
0,Timeline,MICHAEL CRICHTON,2000.0,Ballantine Books,fiction
5,Bridget Jones's Diary,Helen Fielding,1998.0,Viking Books,fiction
0,Seabiscuit: An American Legend,LAURA HILLENBRAND,2002.0,Ballantine Books,history
0,Fahrenheit 451,RAY BRADBURY,1987.0,Del Rey,fiction
0,American Psycho (Vintage Contemporaries),Bret Easton Ellis,2000.0,Vintage Books USA,fiction
0,All That Remains (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell,1993.0,Avon,fiction
0,Key of Light (Key Trilogy (Paperback)),Nora Roberts,2003.0,Jove Books,fiction
9,A Painted House,John Grisham,2001.0,Dell Publishing Company,fiction
0,Waiting (Vintage International),Ha Jin,2000.0,Vintage Books USA,fiction
9,Flesh and Blood,Jonathan Kellerman,2002.0,Ballantine Books,fiction
0,The Handmaid's Tale,Margaret Atwood,1989.0,Fawcett Books,british and irish fiction (fictional works by one author).
2,Daddy's Little Girl,Mary Higgins Clark,2003.0,Pocket,fiction
0,Still Waters,TAMI HOAG,1992.0,Bantam,fiction
0,A Painted House,John Grisham,2001.0,Dell Publishing Company,fiction
0,Night Whispers,Judith McNaught,1999.0,Pocket,fiction
0,The Last Time They Met : A Novel,Anita Shreve,2001.0,"Little, Brown",fiction
0,Pay It Forward,Catherine Ryan Hyde,2000.0,Pocket,fiction
9,The Bluest Eye,Toni Morrison,2000.0,Plume Books,fiction
0,Black Notice,Patricia Daniels Cornwell,1999.0,Putnam Pub Group,fiction
1,Wild Animus,Rich Shapero,2004.0,Too Far,fiction
10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),J. K. Rowling,1999.0,Arthur A. Levine Books,juvenile fiction
