isbn;book_title;book_author;year_of_publication;publisher;img_l;Language;Category
0345366239;The Eight;Katherine Neville;1995.0;Ballantine Books;http://images.amazon.com/images/P/0345366239.01.LZZZZZZZ.jpg;en;['Fiction']
034538475X;The Tale of the Body Thief (Vampire Chronicles (Paperback));Anne Rice;1993.0;Ballantine Books;http://images.amazon.com/images/P/034538475X.01.LZZZZZZZ.jpg;9;9
0345391055;Disclosure;Michael Crichton;1994.0;Ballantine Books;http://images.amazon.com/images/P/0345391055.01.LZZZZZZZ.jpg;9;9
0345413881;Dr. Death (Alex Delaware Novels (Paperback));Jonathan Kellerman;2001.0;Ballantine Books;http://images.amazon.com/images/P/0345413881.01.LZZZZZZZ.jpg;9;9
0380002930;Watership Down;Richard Adams;1976.0;Avon;http://images.amazon.com/images/P/0380002930.01.LZZZZZZZ.jpg;en;['Fiction']
0425119653;Mutation;Robin Cook;1991.0;Berkley Publishing Group;http://images.amazon.com/images/P/0425119653.01.LZZZZZZZ.jpg;9;9
0425172546;Southern Cross;Patricia Daniels Cornwell;1999.0;Berkley Publishing Group;http://images.amazon.com/images/P/0425172546.01.LZZZZZZZ.jpg;en;['Fiction']
0440241537;The King of Torts;JOHN GRISHAM;2003.0;Dell;http://images.amazon.com/images/P/0440241537.01.LZZZZZZZ.jpg;en;['Fiction']
0446607657;When the Wind Blows;James Patterson;1999.0;Warner Vision;http://images.amazon.com/images/P/0446607657.01.LZZZZZZZ.jpg;en;['Fiction']
0446609404;Cradle and All;James Patterson;2001.0;Warner Vision;http://images.amazon.com/images/P/0446609404.01.LZZZZZZZ.jpg;9;9
0449227421;The Third Twin;Ken Follett;1997.0;Fawcett Books;http://images.amazon.com/images/P/0449227421.01.LZZZZZZZ.jpg;en;['Fiction']
0451153553;Misery;Stephen King;1988.0;New Amer Library;http://images.amazon.com/images/P/0451153553.01.LZZZZZZZ.jpg;en;['Fiction']
0451184963;Insomnia;Stephen King;1995.0;Signet Book;http://images.amazon.com/images/P/0451184963.01.LZZZZZZZ.jpg;en;['Fiction']
0553263226;The Bourne Supremacy;Robert Ludlum;1987.0;Bantam;http://images.amazon.com/images/P/0553263226.01.LZZZZZZZ.jpg;en;['Fiction']
0425181103;Phantoms;Dean R. Koontz;2002.0;Berkley Publishing Group;http://images.amazon.com/images/P/0425181103.01.LZZZZZZZ.jpg;en;['Fiction']
0142001805;The Eyre Affair: A Novel;Jasper Fforde;2003.0;Penguin Books;http://images.amazon.com/images/P/0142001805.01.LZZZZZZZ.jpg;en;['Fiction']
0425147622;The Body Farm;Patricia Daniels Cornwell;1995.0;Berkley Publishing Group;http://images.amazon.com/images/P/0425147622.01.LZZZZZZZ.jpg;9;9
0345384369;Intensity;DEAN KOONTZ;1996.0;Ballantine Books;http://images.amazon.com/images/P/0345384369.01.LZZZZZZZ.jpg;en;['Fiction']
034539657X;Dark Rivers of the Heart;Dean R. Koontz;1995.0;Ballantine Books;http://images.amazon.com/images/P/034539657X.01.LZZZZZZZ.jpg;9;9
0425144429;Mr. Murder;Dean R. Koontz;1996.0;Berkley Publishing Group;http://images.amazon.com/images/P/0425144429.01.LZZZZZZZ.jpg;9;9
0553582763;By the Light of the Moon;DEAN KOONTZ;2003.0;Bantam;http://images.amazon.com/images/P/0553582763.01.LZZZZZZZ.jpg;9;9
0375706771;Midwives: A Novel;Chris Bohjalian;1998.0;Vintage;http://images.amazon.com/images/P/0375706771.01.LZZZZZZZ.jpg;9;9
0399141146;The Hundred Secret Senses;Amy Tan;1995.0;Putnam Pub Group;http://images.amazon.com/images/P/0399141146.01.LZZZZZZZ.jpg;9;9
0452260116;Song of Solomon (Oprah's Book Club (Paperback));Toni Morrison;1987.0;Plume Books;http://images.amazon.com/images/P/0452260116.01.LZZZZZZZ.jpg;en;['Fiction']
0312978367;The Prometheus Deception;Robert Ludlum;2001.0;St. Martin's Press;http://images.amazon.com/images/P/0312978367.01.LZZZZZZZ.jpg;en;['Fiction']
0060987561;I Know This Much Is True;Wally Lamb;1999.0;Regan Books;http://images.amazon.com/images/P/0060987561.01.LZZZZZZZ.jpg;9;9
0312265867;To the Nines: A Stephanie Plum Novel;Janet Evanovich;2003.0;St. Martin's Press;http://images.amazon.com/images/P/0312265867.01.LZZZZZZZ.jpg;en;['Fiction']
0451191145;Atlas Shrugged;Ayn Rand;1996.0;Signet Book;http://images.amazon.com/images/P/0451191145.01.LZZZZZZZ.jpg;9;9
0345413873;Monster : A Novel (Alex Delaware Novels (Paperback));JONATHAN KELLERMAN;2000.0;Ballantine Books;http://images.amazon.com/images/P/0345413873.01.LZZZZZZZ.jpg;9;9
0553277472;Zen and the Art of Motorcycle Maintenance: An Inquiry into Values;ROBERT PIRSIG;1984.0;Bantam;http://images.amazon.com/images/P/0553277472.01.LZZZZZZZ.jpg;en;['Fathers and sons']
0679720200;The Stranger;ALBERT CAMUS;1989.0;Vintage;http://images.amazon.com/images/P/0679720200.01.LZZZZZZZ.jpg;9;9
0786881852;Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series);Richard Carlson;1997.0;Hyperion;http://images.amazon.com/images/P/0786881852.01.LZZZZZZZ.jpg;en;['Self-Help']
0446610100;Wish You Well;David Baldacci;2001.0;Warner Books;http://images.amazon.com/images/P/0446610100.01.LZZZZZZZ.jpg;en;['Fiction']
0312966970;Four To Score (A Stephanie Plum Novel);Janet Evanovich;1999.0;St. Martin's Paperbacks;http://images.amazon.com/images/P/0312966970.01.LZZZZZZZ.jpg;en;['Fiction']
0140280553;Galileo's Daughter: A Historical Memoir of Science, Faith, and Love;Dava Sobel;2000.0;Penguin Books;http://images.amazon.com/images/P/0140280553.01.LZZZZZZZ.jpg;en;['Biography & Autobiography']
0060958022;Five Quarters of the Orange;Joanne Harris;2002.0;Perennial;http://images.amazon.com/images/P/0060958022.01.LZZZZZZZ.jpg;9;9
0385474016;Like Water for Chocolate: A Novel in Monthly Installments With Recipes, Romances and Home Remedies;Laura Esquivel;1994.0;Anchor Books/Doubleday;http://images.amazon.com/images/P/0385474016.01.LZZZZZZZ.jpg;en;['Fiction']
0375412824;The Dive From Clausen's Pier (Alex Awards);ANN PACKER;2002.0;Knopf;http://images.amazon.com/images/P/0375412824.01.LZZZZZZZ.jpg;en;['Fiction']
0553208845;Siddhartha;Hermann Hesse;1981.0;Bantam Classics;http://images.amazon.com/images/P/0553208845.01.LZZZZZZZ.jpg;en;['Fiction']
0842329218;Tribulation Force: The Continuing Drama of Those Left Behind (Left Behind No. 2);Tim LaHaye;1997.0;Tyndale House Publishers;http://images.amazon.com/images/P/0842329218.01.LZZZZZZZ.jpg;9;9
0425143325;Without Remorse;Tom Clancy;2004.0;Berkley Publishing Group;http://images.amazon.com/images/P/0425143325.01.LZZZZZZZ.jpg;en;['Fiction']
0425180964;The Bear and the Dragon (Jack Ryan Novels);Tom Clancy;2001.0;Berkley Publishing Group;http://images.amazon.com/images/P/0425180964.01.LZZZZZZZ.jpg;en;['Fiction']
0743411250;The Woman Next Door;Barbara Delinsky;2002.0;Pocket;http://images.amazon.com/images/P/0743411250.01.LZZZZZZZ.jpg;en;['Fiction']
0440204887;Illusions: The Adventures of a Reluctant Messiah;Richard Bach;1994.0;Dell Publishing Company;http://images.amazon.com/images/P/0440204887.01.LZZZZZZZ.jpg;en;['Fiction']
0345339681;The Hobbit : The Enchanting Prelude to The Lord of the Rings;J.R.R. TOLKIEN;1986.0;Del Rey;http://images.amazon.com/images/P/0345339681.01.LZZZZZZZ.jpg;9;9
0316284955;White Oleander : A Novel (Oprah's Book Club);Janet Fitch;2000.0;Back Bay Books;http://images.amazon.com/images/P/0316284955.01.LZZZZZZZ.jpg;9;9
0380710722;It's Always Something;Gilda Radner;1990.0;Avon;http://images.amazon.com/images/P/0380710722.01.LZZZZZZZ.jpg;en;['Actors']
0425178102;Big Trouble;Dave Barry;2001.0;Berkley Publishing Group;http://images.amazon.com/images/P/0425178102.01.LZZZZZZZ.jpg;en;['Fiction']
0440204194;Firefly Summer;Maeve Binchy;1989.0;Dell;http://images.amazon.com/images/P/0440204194.01.LZZZZZZZ.jpg;en;['Fiction']
0440207622;Daddy;DANIELLE STEEL;1990.0;Dell;http://images.amazon.com/images/P/0440207622.01.LZZZZZZZ.jpg;9;9
0440213029;The Lilac Bus: Stories;Maeve Binchy;1992.0;Dell;http://images.amazon.com/images/P/0440213029.01.LZZZZZZZ.jpg;en;['Fiction']
0440225825;Move to Strike;Perri O'Shaughnessy;2001.0;Island;http://images.amazon.com/images/P/0440225825.01.LZZZZZZZ.jpg;en;['Fiction']
0440498058;A Wrinkle In Time;MADELEINE L'ENGLE;1998.0;Yearling;http://images.amazon.com/images/P/0440498058.01.LZZZZZZZ.jpg;en;['Juvenile Fiction']
0786867647;Lucky Man: A Memoir;Michael J. Fox;2002.0;Hyperion;http://images.amazon.com/images/P/0786867647.01.LZZZZZZZ.jpg;en;['Biography & Autobiography']
1558745718;Chicken Soup for the Pet Lover's Soul (Chicken Soup for the Soul);Jack Canfield;1998.0;Health Communications;http://images.amazon.com/images/P/1558745718.01.LZZZZZZZ.jpg;en;['Pets']
1558744630;Chicken Soup for the Teenage Soul (Chicken Soup for the Soul);Jack Canfield;1997.0;Health Communications;http://images.amazon.com/images/P/1558744630.01.LZZZZZZZ.jpg;9;9
0439139600;Harry Potter and the Goblet of Fire (Book 4);J. K. Rowling;2002.0;Scholastic Paperbacks;http://images.amazon.com/images/P/0439139600.01.LZZZZZZZ.jpg;en;['Juvenile Fiction']
055357230X;The Clinic (Alex Delaware Novels (Paperback));Jonathan Kellerman;1999.0;Bantam Books;http://images.amazon.com/images/P/055357230X.01.LZZZZZZZ.jpg;9;9
0671004107;Contact;Carl Sagan;1997.0;Pocket;http://images.amazon.com/images/P/0671004107.01.LZZZZZZZ.jpg;en;['Fiction']
0671683993;The Temple of My Familiar;Alice Walker;1990.0;Pocket;http://images.amazon.com/images/P/0671683993.01.LZZZZZZZ.jpg;en;['Fiction']
0060921145;Animal Dreams;Barbara Kingsolver;1991.0;Perennial;http://images.amazon.com/images/P/0060921145.01.LZZZZZZZ.jpg;9;9
0140119906;Love in the Time of Cholera (Penguin Great Books of the 20th Century);Gabriel Garcia Marquez;1994.0;Penguin Books;http://images.amazon.com/images/P/0140119906.01.LZZZZZZZ.jpg;en;['Adultery']
0374100128;The Corrections (Oprah Edition);Jonathan Franzen;2001.0;Farrar Straus Giroux;http://images.amazon.com/images/P/0374100128.01.LZZZZZZZ.jpg;9;9
0375703861;White Teeth: A Novel;Zadie Smith;2001.0;Vintage Books USA;http://images.amazon.com/images/P/0375703861.01.LZZZZZZZ.jpg;en;['Fiction']
0452282195;The Bluest Eye;Toni Morrison;2000.0;Plume Books;http://images.amazon.com/images/P/0452282195.01.LZZZZZZZ.jpg;en;['Fiction']
0553211404;Jane Eyre (Bantam Classics);Charlotte Bronte;1983.0;Bantam;http://images.amazon.com/images/P/0553211404.01.LZZZZZZZ.jpg;en;['Fiction']
080410526X;All I Really Need to Know;ROBERT FULGHUM;1989.0;Ivy Books;http://images.amazon.com/images/P/080410526X.01.LZZZZZZZ.jpg;9;9
140003065X;A Fine Balance;Rohinton Mistry;2001.0;Vintage Books USA;http://images.amazon.com/images/P/140003065X.01.LZZZZZZZ.jpg;9;9
1400032717;The Curious Incident of the Dog in the Night-Time (Vintage Contemporaries);Mark Haddon;2004.0;Vintage;http://images.amazon.com/images/P/1400032717.01.LZZZZZZZ.jpg;en;['Fiction']
0684857820;Lucky;Alice Sebold;1999.0;Scribner;http://images.amazon.com/images/P/0684857820.01.LZZZZZZZ.jpg;9;9
0553579606;Ashes to Ashes;TAMI HOAG;2000.0;Bantam;http://images.amazon.com/images/P/0553579606.01.LZZZZZZZ.jpg;en;['Fiction']
006099486X;The Professor and the Madman: A Tale of Murder, Insanity, and the Making of The Oxford English Dictionary;Simon Winchester;1999.0;Perennial;http://images.amazon.com/images/P/006099486X.01.LZZZZZZZ.jpg;9;9
0385722206;Balzac and the Little Chinese Seamstress : A Novel;DAI SIJIE;2002.0;Anchor;http://images.amazon.com/images/P/0385722206.01.LZZZZZZZ.jpg;en;['Fiction']
0449221504;K Is for Killer (Kinsey Millhone Mysteries (Paperback));Sue Grafton;1999.0;Fawcett Books;http://images.amazon.com/images/P/0449221504.01.LZZZZZZZ.jpg;en;['Fiction']
0671250671;ROAD LESS TRAVELED : A New Psychology of Love, Traditional Values, and Spritual Growth (Touchstone Books (Paperback));M. Scott Peck;1980.0;Touchstone;http://images.amazon.com/images/P/0671250671.01.LZZZZZZZ.jpg;en;['Interpersonal relations']
0441790348;Stranger in a Strange Land (Remembering Tomorrow);Robert A. Heinlein;1995.0;ACE Charter;http://images.amazon.com/images/P/0441790348.01.LZZZZZZZ.jpg;en;['Fiction']
0425118703;Midnight;Dean R. Koontz;1995.0;Berkley Publishing Group;http://images.amazon.com/images/P/0425118703.01.LZZZZZZZ.jpg;9;9
0061000043;A Thief of Time (Joe Leaphorn/Jim Chee Novels);Tony Hillerman;1990.0;HarperTorch;http://images.amazon.com/images/P/0061000043.01.LZZZZZZZ.jpg;en;['Fiction']
0553289411;The Plains of Passage (Earth's Children (Paperback));JEAN M. AUEL;1991.0;Bantam;http://images.amazon.com/images/P/0553289411.01.LZZZZZZZ.jpg;9;9
0446343455;Tourist Season;Carl Hiaasen;1987.0;Warner Books;http://images.amazon.com/images/P/0446343455.01.LZZZZZZZ.jpg;en;['Fiction']
044661064X;The First Counsel;Brad Meltzer;2001.0;Warner Vision;http://images.amazon.com/images/P/044661064X.01.LZZZZZZZ.jpg;en;['Fiction']
0446530522;Cane River;Lalita Tademy;2001.0;Warner Books;http://images.amazon.com/images/P/0446530522.01.LZZZZZZZ.jpg;9;9
043936213X;Harry Potter and the Sorcerer's Stone (Book 1);J. K. Rowling;2001.0;Scholastic;http://images.amazon.com/images/P/043936213X.01.LZZZZZZZ.jpg;en;['Juvenile Fiction']
0446359866;Presumed Innocent;Scott Turow;1989.0;Warner Books;http://images.amazon.com/images/P/0446359866.01.LZZZZZZZ.jpg;9;9
044661193X;Basket Case;Carl Hiaasen;2003.0;Warner Books;http://images.amazon.com/images/P/044661193X.01.LZZZZZZZ.jpg;9;9
0451188462;Desperation;Stephen King;1997.0;Signet Book;http://images.amazon.com/images/P/0451188462.01.LZZZZZZZ.jpg;en;['Fiction']
0553213148;Anne of Avonlea (Anne of Green Gables Novels (Paperback));L.M. MONTGOMERY;1984.0;Bantam Classics;http://images.amazon.com/images/P/0553213148.01.LZZZZZZZ.jpg;en;['Juvenile Fiction']
0446365505;Pleading Guilty;Scott Turow;1994.0;Warner Books;http://images.amazon.com/images/P/0446365505.01.LZZZZZZZ.jpg;9;9
002542730X;Politically Correct Bedtime Stories: Modern Tales for Our Life and Times;James Finn Garner;1994.0;John Wiley & Sons Inc;http://images.amazon.com/images/P/002542730X.01.LZZZZZZZ.jpg;en;['Humor']
0451203895;4 Blondes;Candace Bushnell;2002.0;Signet Book;http://images.amazon.com/images/P/0451203895.01.LZZZZZZZ.jpg;en;['Fiction']
0553272535;Night;Elie Wiesel;1982.0;Bantam Books;http://images.amazon.com/images/P/0553272535.01.LZZZZZZZ.jpg;9;9
0440998050;A Wrinkle in Time;Madeleine L'Engle;1976.0;Laure Leaf;http://images.amazon.com/images/P/0440998050.01.LZZZZZZZ.jpg;9;9
068484477X;STONES FROM THE RIVER;Ursula Hegi;1997.0;Touchstone;http://images.amazon.com/images/P/068484477X.01.LZZZZZZZ.jpg;9;9
0375504397;Black House;Stephen King;2001.0;Random House Trade;http://images.amazon.com/images/P/0375504397.01.LZZZZZZZ.jpg;en;['Fiction']
0452283205;Falling Angels;Tracy Chevalier;2002.0;Plume Books;http://images.amazon.com/images/P/0452283205.01.LZZZZZZZ.jpg;9;9
0684853515;Hearts In Atlantis : New Fiction;Stephen King;1999.0;Scribner;http://images.amazon.com/images/P/0684853515.01.LZZZZZZZ.jpg;en;['Fiction']
0671028367;Deadly Decisions;Kathy Reichs;2001.0;Pocket Books;http://images.amazon.com/images/P/0671028367.01.LZZZZZZZ.jpg;en;['Fiction']
0064400557;Charlotte's Web (Trophy Newbery);E. B. White;1974.0;HarperTrophy;http://images.amazon.com/images/P/0064400557.01.LZZZZZZZ.jpg;en;['Juvenile Fiction']
0440221315;The Gift;DANIELLE STEEL;1996.0;Dell;http://images.amazon.com/images/P/0440221315.01.LZZZZZZZ.jpg;en;['Fiction']
0446613436;The Guardian;Nicholas Sparks;2004.0;Warner Books;http://images.amazon.com/images/P/0446613436.01.LZZZZZZZ.jpg;9;9
0671867172;The Lottery Winner : Alvirah And Willy Stories;Mary Higgins Clark;1995.0;Pocket;http://images.amazon.com/images/P/0671867172.01.LZZZZZZZ.jpg;en;['Fiction']
0345413350;The Golden Compass (His Dark Materials, Book 1);PHILIP PULLMAN;1997.0;Del Rey;http://images.amazon.com/images/P/0345413350.01.LZZZZZZZ.jpg;en;['Juvenile Fiction']
0060096195;The Boy Next Door;Meggin Cabot;2002.0;Avon Trade;http://images.amazon.com/images/P/0060096195.01.LZZZZZZZ.jpg;9;9
0064472272;Angus, Thongs and Full-Frontal Snogging: Confessions of Georgia Nicolson;Louise Rennison;2001.0;HarperTempest;http://images.amazon.com/images/P/0064472272.01.LZZZZZZZ.jpg;en;['Juvenile Fiction']
0312144075;The Samurai's Garden : A Novel;Gail Tsukiyama;1996.0;St. Martin's Griffin;http://images.amazon.com/images/P/0312144075.01.LZZZZZZZ.jpg;en;['Fiction']
0345404114;Sleepers;Lorenzo Carcaterra;1996.0;Ballantine Books;http://images.amazon.com/images/P/0345404114.01.LZZZZZZZ.jpg;en;['Biography & Autobiography']
0345445848;Big Cherry Holler: A Big Stone Gap Novel (Ballantine Reader's Circle);Adriana Trigiani;2002.0;Ballantine Books;http://images.amazon.com/images/P/0345445848.01.LZZZZZZZ.jpg;en;['Fiction']
0380820293;Last Chance Saloon;Marian Keyes;2002.0;Avon;http://images.amazon.com/images/P/0380820293.01.LZZZZZZZ.jpg;9;9
0425147363;Tom Clancy's Op-Center (Tom Clancy's Op Center (Paperback));Tom Clancy;1995.0;Berkley Publishing Group;http://images.amazon.com/images/P/0425147363.01.LZZZZZZZ.jpg;en;['Fiction']
0446605581;Fat Tuesday;Sandra Brown;1998.0;Warner Vision;http://images.amazon.com/images/P/0446605581.01.LZZZZZZZ.jpg;en;['Fiction']
0446675059;The Honk and Holler Opening Soon;Billie Letts;1999.0;Warner Books;http://images.amazon.com/images/P/0446675059.01.LZZZZZZZ.jpg;en;['Fiction']
0452268060;How the Garcia Girls Lost Their Accents (Plume Contemporary Fiction);Julia Alvarez;1992.0;Plume Books;http://images.amazon.com/images/P/0452268060.01.LZZZZZZZ.jpg;9;9
0515131229;Dance upon the Air (Three Sisters Island Trilogy);Nora Roberts;2003.0;Jove Books;http://images.amazon.com/images/P/0515131229.01.LZZZZZZZ.jpg;9;9
0670880728;Bridget Jones's Diary;Helen Fielding;1998.0;Viking Books;http://images.amazon.com/images/P/0670880728.01.LZZZZZZZ.jpg;en;['Fiction']
0786866586;Shopgirl : A Novella;Steve Martin;2000.0;Hyperion Press;http://images.amazon.com/images/P/0786866586.01.LZZZZZZZ.jpg;en;['Fiction']
0842329242;Nicolae: The Rise of Antichrist (Left Behind No. 3);Tim F. Lahaye;1998.0;Tyndale House Publishers;http://images.amazon.com/images/P/0842329242.01.LZZZZZZZ.jpg;en;['Fiction']
1551668998;Beach House;Mary Alice Monroe;2002.0;Mira;http://images.amazon.com/images/P/1551668998.01.LZZZZZZZ.jpg;en;['Fiction']
1565122968;Gap Creek: A Novel;Robert Morgan;2000.0;Algonquin Books of Chapel Hill;http://images.amazon.com/images/P/1565122968.01.LZZZZZZZ.jpg;9;9
0373243286;Irish Rebel (Special Edition, 1328);Nora Roberts;2000.0;Silhouette;http://images.amazon.com/images/P/0373243286.01.LZZZZZZZ.jpg;en;['Fiction']
0373483503;Macgregor Brides (Macgregors);Nora Roberts;1997.0;Silhouette;http://images.amazon.com/images/P/0373483503.01.LZZZZZZZ.jpg;en;['Fiction']
0373484003;Irish Hearts;Nora Roberts;2000.0;Silhouette;http://images.amazon.com/images/P/0373484003.01.LZZZZZZZ.jpg;en;['Fiction']
0440200989;Weep No More My Lady;Mary Higgins Clark;1993.0;Dell;http://images.amazon.com/images/P/0440200989.01.LZZZZZZZ.jpg;en;['Fiction']
0440235596;Tara Road;Maeve Binchy;2000.0;Dell Publishing Company;http://images.amazon.com/images/P/0440235596.01.LZZZZZZZ.jpg;en;['Fiction']
0446607193;Unspeakable;Sandra Brown;1999.0;Warner Books;http://images.amazon.com/images/P/0446607193.01.LZZZZZZZ.jpg;en;['Fiction']
0515122734;Sanctuary;Nora Roberts;2004.0;Jove Books;http://images.amazon.com/images/P/0515122734.01.LZZZZZZZ.jpg;en;['Fiction']
0553260111;The Bourne Identity;Robert Ludlum;1984.0;Bantam Books;http://images.amazon.com/images/P/0553260111.01.LZZZZZZZ.jpg;en;['Fiction']
0671027581;Open Season;Linda Howard;2002.0;Pocket;http://images.amazon.com/images/P/0671027581.01.LZZZZZZZ.jpg;en;['Fiction']
0671568175;Let Me Call You Sweetheart;Mary Higgins Clark;1996.0;Pocket;http://images.amazon.com/images/P/0671568175.01.LZZZZZZZ.jpg;9;9
0684865742;Tis: A Memoir;Frank McCourt;2000.0;Scribner;http://images.amazon.com/images/P/0684865742.01.LZZZZZZZ.jpg;9;9
0767905385;Catch Me If You Can: The True Story of a Real Fake;Stan Redding;2000.0;Broadway;http://images.amazon.com/images/P/0767905385.01.LZZZZZZZ.jpg;en;['True Crime']
0345386132;Eyes of a Child;Richard North Patterson;1996.0;Ballantine Books;http://images.amazon.com/images/P/0345386132.01.LZZZZZZZ.jpg;en;['Fiction']
0399149155;Q Is for Quarry;Sue Grafton;2002.0;Putnam Publishing Group;http://images.amazon.com/images/P/0399149155.01.LZZZZZZZ.jpg;9;9
0671014919;My Gal Sunday;Mary Higgins Clark;2003.0;Pocket;http://images.amazon.com/images/P/0671014919.01.LZZZZZZZ.jpg;9;9
0671026011;The Empty Chair;Jeffery Deaver;2001.0;Pocket;http://images.amazon.com/images/P/0671026011.01.LZZZZZZZ.jpg;en;['Fiction']
0767900383;Under the Tuscan Sun;Frances Mayes;1997.0;Broadway;http://images.amazon.com/images/P/0767900383.01.LZZZZZZZ.jpg;en;['Travel']
0425116840;The Cardinal of the Kremlin (Jack Ryan Novels);Tom Clancy;1989.0;Berkley Publishing Group;http://images.amazon.com/images/P/0425116840.01.LZZZZZZZ.jpg;en;['Fiction']
0425191184;Red Rabbit;Tom Clancy;2003.0;Berkley Publishing Group;http://images.amazon.com/images/P/0425191184.01.LZZZZZZZ.jpg;en;['Fiction']
067102423X;Bag of Bones;Stephen King;1999.0;Pocket;http://images.amazon.com/images/P/067102423X.01.LZZZZZZZ.jpg;9;9
0345334531;Feast of All Saints;Anne Rice;1986.0;Ballantine Books;http://images.amazon.com/images/P/0345334531.01.LZZZZZZZ.jpg;en;['Fiction']
0399143947;Point of Origin;Patricia Daniels Cornwell;1998.0;Putnam Pub Group;http://images.amazon.com/images/P/0399143947.01.LZZZZZZZ.jpg;en;['Fiction']
0553268880;The Prince of Tides;Pat Conroy;1987.0;Bantam Books;http://images.amazon.com/images/P/0553268880.01.LZZZZZZZ.jpg;en;['Fiction']
0385336179;Shopaholic Ties the Knot;Sophie Kinsella;2003.0;Delta;http://images.amazon.com/images/P/0385336179.01.LZZZZZZZ.jpg;en;['Fiction']
0553582755;One Door Away from Heaven;Dean R. Koontz;2002.0;Bantam Books;http://images.amazon.com/images/P/0553582755.01.LZZZZZZZ.jpg;en;['Fiction']
044651652X;The Bridges of Madison County;Robert James Waller;1992.0;Warner Books;http://images.amazon.com/images/P/044651652X.01.LZZZZZZZ.jpg;en;['Fiction']
0142002267;Word Freak: Heartbreak, Triumph, Genius, and Obsession in the World of Competitive Scrabble Players;Stefan Fatsis;2002.0;Penguin Books;http://images.amazon.com/images/P/0142002267.01.LZZZZZZZ.jpg;9;9
0440439884;Island of the Blue Dolphins;SCOTT O'DELL;1971.0;Random House Children's Books;http://images.amazon.com/images/P/0440439884.01.LZZZZZZZ.jpg;en;['Juvenile Fiction']
0842329250;Soul Harvest: The World Takes Sides (Left Behind No. 4);Tim Lahaye;1999.0;Tyndale House Publishers;http://images.amazon.com/images/P/0842329250.01.LZZZZZZZ.jpg;9;9
0842329269;Apollyon: The Destroyer Is Unleashed (Left Behind No. 5);Jerry Jenkins;2000.0;Tyndale House Publishers;http://images.amazon.com/images/P/0842329269.01.LZZZZZZZ.jpg;en;['Fiction']
0446679593;Suzanne's Diary for Nicholas;James Patterson;2002.0;Warner Books;http://images.amazon.com/images/P/0446679593.01.LZZZZZZZ.jpg;9;9
0802130208;A Confederacy of Dunces (Evergreen Book);John Kennedy Toole;1987.0;Grove Press;http://images.amazon.com/images/P/0802130208.01.LZZZZZZZ.jpg;en;['Fiction']
1573225517;High Fidelity;Nick Hornby;1996.0;Riverhead Books;http://images.amazon.com/images/P/1573225517.01.LZZZZZZZ.jpg;en;['Fiction']
0156628708;Mrs Dalloway;Virginia Woolf;1990.0;Harvest Books;http://images.amazon.com/images/P/0156628708.01.LZZZZZZZ.jpg;en;['Fiction']
0060199652;Prodigal Summer;Barbara Kingsolver;2000.0;HarperCollins;http://images.amazon.com/images/P/0060199652.01.LZZZZZZZ.jpg;en;['Fiction']
034541389X;Flesh and Blood;Jonathan Kellerman;2002.0;Ballantine Books;http://images.amazon.com/images/P/034541389X.01.LZZZZZZZ.jpg;en;['Fiction']
0375703764;House of Leaves;Mark Z. Danielewski;2000.0;Pantheon Books;http://images.amazon.com/images/P/0375703764.01.LZZZZZZZ.jpg;en;['Fiction']
0446608262;The Lion's Game;Nelson DeMille;2000.0;Warner Books;http://images.amazon.com/images/P/0446608262.01.LZZZZZZZ.jpg;en;['Fiction']
051512608X;The Reef;Nora Roberts;1999.0;Jove Books;http://images.amazon.com/images/P/051512608X.01.LZZZZZZZ.jpg;9;9
0345368754;Foucault's Pendulum;Umberto Eco;1990.0;Ballantine Books;http://images.amazon.com/images/P/0345368754.01.LZZZZZZZ.jpg;en;['Fiction']
067088300X;The Girls' Guide to Hunting and Fishing;Melissa Bank;1999.0;Viking Books;http://images.amazon.com/images/P/067088300X.01.LZZZZZZZ.jpg;9;9
0446608890;Saving Faith;David Baldacci;2000.0;Warner Vision;http://images.amazon.com/images/P/0446608890.01.LZZZZZZZ.jpg;en;['Fiction']
0312983298;Full Speed (Janet Evanovich's Full Series);Janet Evanovich;2003.0;St. Martin's Paperbacks;http://images.amazon.com/images/P/0312983298.01.LZZZZZZZ.jpg;en;['Fiction']
0743437640;The Mulberry Tree;Jude Deveraux;2003.0;Pocket;http://images.amazon.com/images/P/0743437640.01.LZZZZZZZ.jpg;en;['Fiction']
0312924585;Silence of the Lambs;Thomas Harris;1991.0;St. Martin's Press;http://images.amazon.com/images/P/0312924585.01.LZZZZZZZ.jpg;en;['Fiction']
0385479565;The Hot Zone;Richard Preston;1995.0;Anchor;http://images.amazon.com/images/P/0385479565.01.LZZZZZZZ.jpg;en;['Medical']
0425152251;Sophie's World: A Novel About the History of Philosophy;Jostein Gaarder;1996.0;Berkley Publishing Group;http://images.amazon.com/images/P/0425152251.01.LZZZZZZZ.jpg;en;['Fiction']
0345423402;A Kiss of Shadows (Meredith Gentry Novels (Paperback));LAURELL K. HAMILTON;2002.0;Ballantine Books;http://images.amazon.com/images/P/0345423402.01.LZZZZZZZ.jpg;en;['Fiction']
0553562614;Snow Crash;Neal Stephenson;1993.0;Bantam;http://images.amazon.com/images/P/0553562614.01.LZZZZZZZ.jpg;9;9
